Power Time: 197990
Place Time: 6
Wait Time: 0
Run Time: 7
Stop Time: 0
Idle Time: 495
In Wait Time: 0
Out Wait Time: 0
Trans Time: 0
Wrong Stop Time: 0
Error Stop Time: 0
Wrong Stop Count: 0
Error Stop Count: 0
Panel In Count: 0
Panel Out Count: 0
Panel Count: 1
PCB Count: 1
Error Pcb Count: 0
Skip PCB Count: 0
Operation Rate: 100.00
Placement Rate: 93.09
Mean Time/PCB: 6.48
Real Time/PCB: 6.48
Transfer Time/PCB: 0.00
Place Count: 1
[Head]
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,1,0,1,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0

[Tape Feeder]
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
